field parcel,full crop loss scaled,partial crop loss scaled,partial path
0730261668-A,0.0,0.0,dataset1/0730261668-A_BANDS-S2-L1C.tiff
1020044017-A,0.0,0.0,dataset1/1020044017-A_BANDS-S2-L1C.tiff
1450114533-A,0.0,0.0,dataset1/1450114533-A_BANDS-S2-L1C.tiff
0440547930-A,0.0,0.0,dataset1/0440547930-A_BANDS-S2-L1C.tiff
0990059495-A,0.0,0.0,dataset1/0990059495-A_BANDS-S2-L1C.tiff
0510069345-A,0.0,0.0,dataset1/0510069345-A_BANDS-S2-L1C.tiff
1020496176-A,0.0,0.0,dataset1/1020496176-A_BANDS-S2-L1C.tiff
1450012782-A,0.0,0.0,dataset1/1450012782-A_BANDS-S2-L1C.tiff
0440079094-A,0.0,0.0,dataset1/0440079094-A_BANDS-S2-L1C.tiff
0100376004-A,0.0,0.0,dataset1/0100376004-A_BANDS-S2-L1C.tiff
0100274455-A,0.0,0.0,dataset1/0100274455-A_BANDS-S2-L1C.tiff
0060078968-A,0.0,0.0,dataset1/0060078968-A_BANDS-S2-L1C.tiff
0820259177-A,0.0,0.0,dataset1/0820259177-A_BANDS-S2-L1C.tiff
0510172308-A,0.0,0.0,dataset1/0510172308-A_BANDS-S2-L1C.tiff
0510172409-A,0.0,0.0,dataset1/0510172409-A_BANDS-S2-L1C.tiff
0610110903-A,0.0,0.0,dataset1/0610110903-A_BANDS-S2-L1C.tiff
0820143181-A,0.0,0.0,dataset1/0820143181-A_BANDS-S2-L1C.tiff
0820223815-A,0.0,0.0,dataset1/0820223815-A_BANDS-S2-L1C.tiff
0950064880-A,0.0,0.0,dataset1/0950064880-A_BANDS-S2-L1C.tiff
0510218380-A,0.0,0.0,dataset1/0510218380-A_BANDS-S2-L1C.tiff
1490177250-B,0.0,0.0,dataset1/1490177250-B_BANDS-S2-L1C.tiff
1450082908-A,0.0,0.0,dataset1/1450082908-A_BANDS-S2-L1C.tiff
1450083110-A,0.0,0.0,dataset1/1450083110-A_BANDS-S2-L1C.tiff
1520449233-A,0.0,0.0,dataset1/1520449233-A_BANDS-S2-L1C.tiff
1510210679-A,0.0,0.0,dataset1/1510210679-A_BANDS-S2-L1C.tiff
6250161149-A,0.0,1.0,dataset1/6250161149-A_BANDS-S2-L1C.tiff
0820044363-A,0.0,0.0,dataset1/0820044363-A_BANDS-S2-L1C.tiff
7610692647-A,0.0,1.0,dataset1/7610692647-A_BANDS-S2-L1C.tiff
9440181860-A,0.0,1.0,dataset1/9440181860-A_BANDS-S2-L1C.tiff
1450698149-A,0.0,0.0,dataset1/1450698149-A_BANDS-S2-L1C.tiff
1510316571-A,0.0,0.0,dataset1/1510316571-A_BANDS-S2-L1C.tiff
0850112141-A,0.0,0.0,dataset1/0850112141-A_BANDS-S2-L1C.tiff
0460144556-A,0.0,0.0,dataset1/0460144556-A_BANDS-S2-L1C.tiff
0510339329-A,0.0,0.0,dataset1/0510339329-A_BANDS-S2-L1C.tiff
0510230205-A,0.0,1.0,dataset1/0510230205-A_BANDS-S2-L1C.tiff
0440156290-A,0.0,0.0,dataset1/0440156290-A_BANDS-S2-L1C.tiff
0440156492-A,0.0,0.0,dataset1/0440156492-A_BANDS-S2-L1C.tiff
1020135660-A,0.0,0.0,dataset1/1020135660-A_BANDS-S2-L1C.tiff
0770118160-A,0.0,0.0,dataset1/0770118160-A_BANDS-S2-L1C.tiff
0990118002-A,0.0,0.0,dataset1/0990118002-A_BANDS-S2-L1C.tiff
1520225022-A,0.0,0.0,dataset1/1520225022-A_BANDS-S2-L1C.tiff
9120136424-A,0.5617977528089888,0.3258426966292135,dataset1/9120136424-A_BANDS-S2-L1C.tiff
9120136626-A,0.8241758241758241,0.12087912087912088,dataset1/9120136626-A_BANDS-S2-L1C.tiff
2140607013-A,0.0,1.0,dataset1/2140607013-A_BANDS-S2-L1C.tiff
1520402248-B,0.0,0.0,dataset1/1520402248-B_BANDS-S2-L1C.tiff
0160483567-B,0.0,0.0,dataset1/0160483567-B_BANDS-S2-L1C.tiff
0720068685-A,0.0,0.0,dataset1/0720068685-A_BANDS-S2-L1C.tiff
1420094649-A,0.0,0.0,dataset1/1420094649-A_BANDS-S2-L1C.tiff
0720037060-A,0.0,0.0,dataset1/0720037060-A_BANDS-S2-L1C.tiff
0720096270-A,0.0,0.0,dataset1/0720096270-A_BANDS-S2-L1C.tiff
1420176592-A,0.0,0.0,dataset1/1420176592-A_BANDS-S2-L1C.tiff
0060024610-A,0.0,0.0,dataset1/0060024610-A_BANDS-S2-L1C.tiff
0510009125-B,0.0,0.0,dataset1/0510009125-B_BANDS-S2-L1C.tiff
4250260518-A,1.0,0.0,dataset1/4250260518-A_BANDS-S2-L1C.tiff
0510135225-A,0.0,0.0,dataset1/0510135225-A_BANDS-S2-L1C.tiff
0510285876-A,0.0,0.0,dataset1/0510285876-A_BANDS-S2-L1C.tiff
0050008146-A,0.0,0.0,dataset1/0050008146-A_BANDS-S2-L1C.tiff
0510180287-A,0.0,0.0,dataset1/0510180287-A_BANDS-S2-L1C.tiff
0830135700-A,0.0,0.0,dataset1/0830135700-A_BANDS-S2-L1C.tiff
0510208276-A,0.0,0.0,dataset1/0510208276-A_BANDS-S2-L1C.tiff
6360043961-A,0.5997001499250375,0.4002998500749625,dataset1/6360043961-A_BANDS-S2-L1C.tiff
4250221213-A,0.0,1.0,dataset1/4250221213-A_BANDS-S2-L1C.tiff
4250269107-A,0.0,1.0,dataset1/4250269107-A_BANDS-S2-L1C.tiff
6260136486-A,1.0,0.0,dataset1/6260136486-A_BANDS-S2-L1C.tiff
6260395760-A,1.0,0.0,dataset1/6260395760-A_BANDS-S2-L1C.tiff
6260474875-A,0.6470588235294118,0.35294117647058826,dataset1/6260474875-A_BANDS-S2-L1C.tiff
1430353714-A,0.0,0.0,dataset1/1430353714-A_BANDS-S2-L1C.tiff
5630403594-A,1.0,0.0,dataset1/5630403594-A_BANDS-S2-L1C.tiff
2190049832-A,0.0,1.0,dataset1/2190049832-A_BANDS-S2-L1C.tiff
0820256046-A,0.0,0.0,dataset1/0820256046-A_BANDS-S2-L1C.tiff
6260487407-B,0.0,1.0,dataset1/6260487407-B_BANDS-S2-L1C.tiff
5670022741-A,1.0,0.0,dataset1/5670022741-A_BANDS-S2-L1C.tiff
5670048003-A,1.0,0.0,dataset1/5670048003-A_BANDS-S2-L1C.tiff
4020514196-A,0.5,0.5,dataset1/4020514196-A_BANDS-S2-L1C.tiff
1420348162-A,0.0,0.0,dataset1/1420348162-A_BANDS-S2-L1C.tiff
2190165424-A,0.0,1.0,dataset1/2190165424-A_BANDS-S2-L1C.tiff
1456065481-A,0.0,0.0,dataset1/1456065481-A_BANDS-S2-L1C.tiff
4360058353-A,0.0,1.0,dataset1/4360058353-A_BANDS-S2-L1C.tiff
1450862443-A,0.0,0.0,dataset1/1450862443-A_BANDS-S2-L1C.tiff
0060230532-A,0.0,0.0,dataset1/0060230532-A_BANDS-S2-L1C.tiff
1450299843-A,0.0,0.0,dataset1/1450299843-A_BANDS-S2-L1C.tiff
1510476219-A,0.0,0.0,dataset1/1510476219-A_BANDS-S2-L1C.tiff
1520028695-A,0.0,0.0,dataset1/1520028695-A_BANDS-S2-L1C.tiff
1420440415-A,0.0,0.0,dataset1/1420440415-A_BANDS-S2-L1C.tiff
0060045525-A,0.0,0.0,dataset1/0060045525-A_BANDS-S2-L1C.tiff
1520244624-A,0.0,0.0,dataset1/1520244624-A_BANDS-S2-L1C.tiff
0040326940-A,0.0,0.0,dataset1/0040326940-A_BANDS-S2-L1C.tiff
1020096860-A,0.0,0.0,dataset1/1020096860-A_BANDS-S2-L1C.tiff
0690067595-A,0.0,0.0,dataset1/0690067595-A_BANDS-S2-L1C.tiff
0510138962-A,0.0,0.0,dataset1/0510138962-A_BANDS-S2-L1C.tiff
0510263345-A,0.0,0.0,dataset1/0510263345-A_BANDS-S2-L1C.tiff
1450818084-A,0.0,0.0,dataset1/1450818084-A_BANDS-S2-L1C.tiff
4940337918-C,0.15698587127158556,0.8430141287284144,dataset1/4940337918-C_BANDS-S2-L1C.tiff
1020070992-A,0.0,0.0,dataset1/1020070992-A_BANDS-S2-L1C.tiff
1520228759-A,0.0,0.0,dataset1/1520228759-A_BANDS-S2-L1C.tiff
1450095234-A,0.0,0.0,dataset1/1450095234-A_BANDS-S2-L1C.tiff
1520534210-A,0.0,0.0,dataset1/1520534210-A_BANDS-S2-L1C.tiff
8590238053-A,0.15789473684210525,0.15789473684210525,dataset1/8590238053-A_BANDS-S2-L1C.tiff
0720139720-B,0.0,0.0,dataset1/0720139720-B_BANDS-S2-L1C.tiff
1400058489-A,0.0,0.0,dataset1/1400058489-A_BANDS-S2-L1C.tiff
1450289335-A,0.0,0.0,dataset1/1450289335-A_BANDS-S2-L1C.tiff
0510075914-A,0.0,0.0,dataset1/0510075914-A_BANDS-S2-L1C.tiff
1450772012-A,0.0,0.0,dataset1/1450772012-A_BANDS-S2-L1C.tiff
1456049115-A,0.0,0.0,dataset1/1456049115-A_BANDS-S2-L1C.tiff
0820012839-A,0.0,0.0,dataset1/0820012839-A_BANDS-S2-L1C.tiff
0820013243-A,0.0,0.0,dataset1/0820013243-A_BANDS-S2-L1C.tiff
5600050173-A,1.0,0.0,dataset1/5600050173-A_BANDS-S2-L1C.tiff
5600549018-A,1.0,0.0,dataset1/5600549018-A_BANDS-S2-L1C.tiff
1456208658-A,0.0,0.0,dataset1/1456208658-A_BANDS-S2-L1C.tiff
0090065207-A,0.0,0.0,dataset1/0090065207-A_BANDS-S2-L1C.tiff
2970258925-A,0.0,1.0,dataset1/2970258925-A_BANDS-S2-L1C.tiff
0440148008-A,0.0,0.0,dataset1/0440148008-A_BANDS-S2-L1C.tiff
0980082037-A,0.0,0.0,dataset1/0980082037-A_BANDS-S2-L1C.tiff
0510335083-A,0.0,0.0,dataset1/0510335083-A_BANDS-S2-L1C.tiff
0440449516-A,0.0,0.0,dataset1/0440449516-A_BANDS-S2-L1C.tiff
1450786964-A,0.0,0.0,dataset1/1450786964-A_BANDS-S2-L1C.tiff
1450787368-A,0.0,0.0,dataset1/1450787368-A_BANDS-S2-L1C.tiff
1456114890-A,0.0,0.0,dataset1/1456114890-A_BANDS-S2-L1C.tiff
1020175268-A,0.0,0.0,dataset1/1020175268-A_BANDS-S2-L1C.tiff
1020176076-A,0.0,0.0,dataset1/1020176076-A_BANDS-S2-L1C.tiff
1400471044-A,0.0,0.0,dataset1/1400471044-A_BANDS-S2-L1C.tiff
1420010581-A,0.0,0.0,dataset1/1420010581-A_BANDS-S2-L1C.tiff
1420025537-A,0.0,0.0,dataset1/1420025537-A_BANDS-S2-L1C.tiff
1420376959-A,0.0,0.0,dataset1/1420376959-A_BANDS-S2-L1C.tiff
1420433846-A,0.0,0.0,dataset1/1420433846-A_BANDS-S2-L1C.tiff
1490226356-A,0.0,0.0,dataset1/1490226356-A_BANDS-S2-L1C.tiff
5630074505-A,0.4009216589861751,0.5990783410138248,dataset1/5630074505-A_BANDS-S2-L1C.tiff
5630285174-A,1.0,0.0,dataset1/5630285174-A_BANDS-S2-L1C.tiff
0500232131-A,0.0,0.0,dataset1/0500232131-A_BANDS-S2-L1C.tiff
0040512553-A,0.0,0.0,dataset1/0040512553-A_BANDS-S2-L1C.tiff
0710241171-A,0.0,0.0,dataset1/0710241171-A_BANDS-S2-L1C.tiff
0710242585-A,0.0,0.0,dataset1/0710242585-A_BANDS-S2-L1C.tiff
1520166418-A,0.0,0.0,dataset1/1520166418-A_BANDS-S2-L1C.tiff
1020274490-A,0.0,0.0,dataset1/1020274490-A_BANDS-S2-L1C.tiff
1020327438-A,0.0,0.0,dataset1/1020327438-A_BANDS-S2-L1C.tiff
7080447100-A,0.6811902231668437,0.3188097768331562,dataset1/7080447100-A_BANDS-S2-L1C.tiff
0040191847-A,0.0,0.0,dataset1/0040191847-A_BANDS-S2-L1C.tiff
2140155961-A,0.0,1.0,dataset1/2140155961-A_BANDS-S2-L1C.tiff
5630024385-C,0.0,1.0,dataset1/5630024385-C_BANDS-S2-L1C.tiff
5630024688-A,0.0,1.0,dataset1/5630024688-A_BANDS-S2-L1C.tiff
5630025395-A,0.0,1.0,dataset1/5630025395-A_BANDS-S2-L1C.tiff
6030051577-A,0.547945205479452,0.4520547945205479,dataset1/6030051577-A_BANDS-S2-L1C.tiff
6190233943-A,0.0,1.0,dataset1/6190233943-A_BANDS-S2-L1C.tiff
6190234145-A,0.0,1.0,dataset1/6190234145-A_BANDS-S2-L1C.tiff
1450604886-A,0.0,0.0,dataset1/1450604886-A_BANDS-S2-L1C.tiff
1450932161-A,0.0,0.0,dataset1/1450932161-A_BANDS-S2-L1C.tiff
0830211276-A,0.0,0.0,dataset1/0830211276-A_BANDS-S2-L1C.tiff
0830255837-A,0.0,0.0,dataset1/0830255837-A_BANDS-S2-L1C.tiff
0150148825-A,0.0,1.0,dataset1/0150148825-A_BANDS-S2-L1C.tiff
0100035288-A,0.0,0.0,dataset1/0100035288-A_BANDS-S2-L1C.tiff
1520345462-B,0.0,0.0,dataset1/1520345462-B_BANDS-S2-L1C.tiff
0520160678-A,0.0,0.0,dataset1/0520160678-A_BANDS-S2-L1C.tiff
0520337302-A,0.0,0.0,dataset1/0520337302-A_BANDS-S2-L1C.tiff
1456135910-B,0.0,0.0,dataset1/1456135910-B_BANDS-S2-L1C.tiff
0840036467-A,0.9366197183098591,0.06338028169014084,dataset1/0840036467-A_BANDS-S2-L1C.tiff
0840130336-A,1.0,0.0,dataset1/0840130336-A_BANDS-S2-L1C.tiff
1520022938-A,0.0,0.0,dataset1/1520022938-A_BANDS-S2-L1C.tiff
1520023140-A,0.0,0.0,dataset1/1520023140-A_BANDS-S2-L1C.tiff
5351063806-A,0.9867549668874173,0.0,dataset1/5351063806-A_BANDS-S2-L1C.tiff
1400189744-B,0.0,0.0,dataset1/1400189744-B_BANDS-S2-L1C.tiff
0440187616-A,0.0,0.0,dataset1/0440187616-A_BANDS-S2-L1C.tiff
0440188424-A,0.0,0.0,dataset1/0440188424-A_BANDS-S2-L1C.tiff
0050698260-A,0.0,0.0,dataset1/0050698260-A_BANDS-S2-L1C.tiff
0890087659-A,0.0,0.0,dataset1/0890087659-A_BANDS-S2-L1C.tiff
4990429930-A,1.0,0.0,dataset1/4990429930-A_BANDS-S2-L1C.tiff
4990925236-C,1.0,0.0,dataset1/4990925236-C_BANDS-S2-L1C.tiff
4990925236-A,1.0,0.0,dataset1/4990925236-A_BANDS-S2-L1C.tiff
0690136206-A,0.0,0.0,dataset1/0690136206-A_BANDS-S2-L1C.tiff
0690620495-A,0.0,0.0,dataset1/0690620495-A_BANDS-S2-L1C.tiff
1450169396-A,0.0,0.0,dataset1/1450169396-A_BANDS-S2-L1C.tiff
0860138608-A,0.0,0.0,dataset1/0860138608-A_BANDS-S2-L1C.tiff
1530106389-A,0.0,0.0,dataset1/1530106389-A_BANDS-S2-L1C.tiff
1760412075-A,1.0,0.0,dataset1/1760412075-A_BANDS-S2-L1C.tiff
1020337037-B,0.0,0.0,dataset1/1020337037-B_BANDS-S2-L1C.tiff
0520189980-A,0.0,0.0,dataset1/0520189980-A_BANDS-S2-L1C.tiff
0520190182-A,0.0,0.0,dataset1/0520190182-A_BANDS-S2-L1C.tiff
0520190485-A,0.0,0.0,dataset1/0520190485-A_BANDS-S2-L1C.tiff
5990452036-A,0.0,1.0,dataset1/5990452036-A_BANDS-S2-L1C.tiff
0860221662-A,0.0,0.0,dataset1/0860221662-A_BANDS-S2-L1C.tiff
0830077601-A,0.0,0.0,dataset1/0830077601-A_BANDS-S2-L1C.tiff
1060084102-A,0.0,0.0,dataset1/1060084102-A_BANDS-S2-L1C.tiff
0520196953-A,0.0,0.0,dataset1/0520196953-A_BANDS-S2-L1C.tiff
4940027518-B,1.0,0.0,dataset1/4940027518-B_BANDS-S2-L1C.tiff
4940027821-A,0.0,1.0,dataset1/4940027821-A_BANDS-S2-L1C.tiff
4940410666-A,1.0,0.0,dataset1/4940410666-A_BANDS-S2-L1C.tiff
0950044470-A,0.0,0.0,dataset1/0950044470-A_BANDS-S2-L1C.tiff
0440104255-B,0.0,0.0,dataset1/0440104255-B_BANDS-S2-L1C.tiff
0860094148-A,0.0,0.0,dataset1/0860094148-A_BANDS-S2-L1C.tiff
0770478474-A,0.0,0.0,dataset1/0770478474-A_BANDS-S2-L1C.tiff
0770515860-A,0.0,0.0,dataset1/0770515860-A_BANDS-S2-L1C.tiff
1430048465-A,0.0,0.0,dataset1/1430048465-A_BANDS-S2-L1C.tiff
0500206061-A,0.0,0.0,dataset1/0500206061-A_BANDS-S2-L1C.tiff
0500206263-A,0.0,0.0,dataset1/0500206263-A_BANDS-S2-L1C.tiff
0100525342-A,0.0,0.0,dataset1/0100525342-A_BANDS-S2-L1C.tiff
0160299469-A,0.0,0.0,dataset1/0160299469-A_BANDS-S2-L1C.tiff
0160300075-A,0.0,0.0,dataset1/0160300075-A_BANDS-S2-L1C.tiff
5630383285-A,1.0,0.0,dataset1/5630383285-A_BANDS-S2-L1C.tiff
5630383386-A,1.0,0.0,dataset1/5630383386-A_BANDS-S2-L1C.tiff
0060524360-A,0.0,0.0,dataset1/0060524360-A_BANDS-S2-L1C.tiff
0150088201-A,0.0,0.0,dataset1/0150088201-A_BANDS-S2-L1C.tiff
0160355043-A,0.0,0.0,dataset1/0160355043-A_BANDS-S2-L1C.tiff
0160355144-A,0.0,0.0,dataset1/0160355144-A_BANDS-S2-L1C.tiff
1530071431-A,0.0,0.0,dataset1/1530071431-A_BANDS-S2-L1C.tiff
1530071734-A,0.0,0.0,dataset1/1530071734-A_BANDS-S2-L1C.tiff
0500183631-A,0.0,0.0,dataset1/0500183631-A_BANDS-S2-L1C.tiff
0500328121-A,0.0,0.0,dataset1/0500328121-A_BANDS-S2-L1C.tiff
0500328525-A,0.0,0.0,dataset1/0500328525-A_BANDS-S2-L1C.tiff
0860271475-A,0.0,0.0,dataset1/0860271475-A_BANDS-S2-L1C.tiff
0860405962-A,0.0,0.0,dataset1/0860405962-A_BANDS-S2-L1C.tiff
6820057771-A,0.0,1.0,dataset1/6820057771-A_BANDS-S2-L1C.tiff
7080460941-A,0.0,1.0,dataset1/7080460941-A_BANDS-S2-L1C.tiff
7080609269-A,0.0,1.0,dataset1/7080609269-A_BANDS-S2-L1C.tiff
7080610077-A,0.0,1.0,dataset1/7080610077-A_BANDS-S2-L1C.tiff
1400665448-A,0.0,0.0,dataset1/1400665448-A_BANDS-S2-L1C.tiff
1490030336-C,0.0,0.0,dataset1/1490030336-C_BANDS-S2-L1C.tiff
0040841141-A,0.0,0.0,dataset1/0040841141-A_BANDS-S2-L1C.tiff
1060054594-A,0.0,0.0,dataset1/1060054594-A_BANDS-S2-L1C.tiff
1080711958-A,0.0,0.0,dataset1/1080711958-A_BANDS-S2-L1C.tiff
0500001654-A,0.0,0.0,dataset1/0500001654-A_BANDS-S2-L1C.tiff
0180118791-A,0.0,0.0,dataset1/0180118791-A_BANDS-S2-L1C.tiff
0740121720-A,0.0,0.0,dataset1/0740121720-A_BANDS-S2-L1C.tiff
0950148342-B,0.0,0.0,dataset1/0950148342-B_BANDS-S2-L1C.tiff
5640145630-C,0.22964509394572025,0.5845511482254697,dataset1/5640145630-C_BANDS-S2-L1C.tiff
1060282546-A,0.0,0.0,dataset1/1060282546-A_BANDS-S2-L1C.tiff
5350799579-A,0.19607843137254902,0.19607843137254902,dataset1/5350799579-A_BANDS-S2-L1C.tiff
0830156211-A,0.0,0.0,dataset1/0830156211-A_BANDS-S2-L1C.tiff
0830444682-A,0.0,0.0,dataset1/0830444682-A_BANDS-S2-L1C.tiff
0500461901-A,0.0,0.0,dataset1/0500461901-A_BANDS-S2-L1C.tiff
5950572912-A,0.7692307692307693,0.23076923076923078,dataset1/5950572912-A_BANDS-S2-L1C.tiff
0500041969-A,0.0,0.0,dataset1/0500041969-A_BANDS-S2-L1C.tiff
0150237337-B,0.0,0.0,dataset1/0150237337-B_BANDS-S2-L1C.tiff
0040353717-A,0.0,0.0,dataset1/0040353717-A_BANDS-S2-L1C.tiff
0040353818-A,0.0,0.0,dataset1/0040353818-A_BANDS-S2-L1C.tiff
0040355535-A,0.0,0.0,dataset1/0040355535-A_BANDS-S2-L1C.tiff
0730307037-A,0.0,0.0,dataset1/0730307037-A_BANDS-S2-L1C.tiff
4940103502-A,0.0,1.0,dataset1/4940103502-A_BANDS-S2-L1C.tiff
1450920138-A,0.0,0.0,dataset1/1450920138-A_BANDS-S2-L1C.tiff
6030036423-A,0.0,1.0,dataset1/6030036423-A_BANDS-S2-L1C.tiff
6030037029-A,0.5016722408026756,0.4983277591973244,dataset1/6030037029-A_BANDS-S2-L1C.tiff
6030132009-A,0.0,1.0,dataset1/6030132009-A_BANDS-S2-L1C.tiff
4310349691-A,0.0,1.0,dataset1/4310349691-A_BANDS-S2-L1C.tiff
4310349893-A,0.0,1.0,dataset1/4310349893-A_BANDS-S2-L1C.tiff
1456228765-A,0.0,0.0,dataset1/1456228765-A_BANDS-S2-L1C.tiff
0500150184-A,0.0,0.0,dataset1/0500150184-A_BANDS-S2-L1C.tiff
0060110290-A,0.0,0.0,dataset1/0060110290-A_BANDS-S2-L1C.tiff
0860341702-A,0.0,0.0,dataset1/0860341702-A_BANDS-S2-L1C.tiff
1456154805-A,0.0,0.0,dataset1/1456154805-A_BANDS-S2-L1C.tiff
6190237781-A,0.0,1.0,dataset1/6190237781-A_BANDS-S2-L1C.tiff
6190473615-A,1.0,0.0,dataset1/6190473615-A_BANDS-S2-L1C.tiff
6360170667-A,0.0,1.0,dataset1/6360170667-A_BANDS-S2-L1C.tiff
1520133880-A,0.0,0.0,dataset1/1520133880-A_BANDS-S2-L1C.tiff
0830042336-A,0.0,0.0,dataset1/0830042336-A_BANDS-S2-L1C.tiff
0830217845-A,0.0,0.0,dataset1/0830217845-A_BANDS-S2-L1C.tiff
0830398408-A,0.0,0.0,dataset1/0830398408-A_BANDS-S2-L1C.tiff
0600058063-A,0.0,0.0,dataset1/0600058063-A_BANDS-S2-L1C.tiff
0600176887-A,0.0,0.0,dataset1/0600176887-A_BANDS-S2-L1C.tiff
0040430408-A,0.0,0.0,dataset1/0040430408-A_BANDS-S2-L1C.tiff
1520450647-A,0.0,0.0,dataset1/1520450647-A_BANDS-S2-L1C.tiff
0040391709-A,0.0,0.0,dataset1/0040391709-A_BANDS-S2-L1C.tiff
1520234015-A,0.0,0.0,dataset1/1520234015-A_BANDS-S2-L1C.tiff
8530047836-A,0.9624765478424016,0.0,dataset1/8530047836-A_BANDS-S2-L1C.tiff
7610613835-A,0.4117647058823529,0.5882352941176471,dataset1/7610613835-A_BANDS-S2-L1C.tiff
4360056232-A,0.0,1.0,dataset1/4360056232-A_BANDS-S2-L1C.tiff
4360056535-A,0.0,1.0,dataset1/4360056535-A_BANDS-S2-L1C.tiff
4360175359-A,0.0,1.0,dataset1/4360175359-A_BANDS-S2-L1C.tiff
0160174076-A,0.0,0.0,dataset1/0160174076-A_BANDS-S2-L1C.tiff
1520218958-A,0.0,0.0,dataset1/1520218958-A_BANDS-S2-L1C.tiff
1020459804-A,0.0,0.0,dataset1/1020459804-A_BANDS-S2-L1C.tiff
1020585294-A,0.0,0.0,dataset1/1020585294-A_BANDS-S2-L1C.tiff
0090014784-A,0.0,0.0,dataset1/0090014784-A_BANDS-S2-L1C.tiff
0090197064-A,0.0,0.0,dataset1/0090197064-A_BANDS-S2-L1C.tiff
0090371866-A,0.0,0.0,dataset1/0090371866-A_BANDS-S2-L1C.tiff
1400963825-A,0.0,0.0,dataset1/1400963825-A_BANDS-S2-L1C.tiff
4230669144-A,0.25477707006369427,0.7452229299363057,dataset1/4230669144-A_BANDS-S2-L1C.tiff
9120808754-A,0.9401197604790419,0.0,dataset1/9120808754-A_BANDS-S2-L1C.tiff
9120970018-A,0.5555555555555556,0.0,dataset1/9120970018-A_BANDS-S2-L1C.tiff
4230136048-A,0.0,1.0,dataset1/4230136048-A_BANDS-S2-L1C.tiff
0980283111-A,0.0,0.0,dataset1/0980283111-A_BANDS-S2-L1C.tiff
0100465627-A,0.0,0.0,dataset1/0100465627-A_BANDS-S2-L1C.tiff
1430725243-A,0.0,0.0,dataset1/1430725243-A_BANDS-S2-L1C.tiff
0500423808-B,0.0,0.0,dataset1/0500423808-B_BANDS-S2-L1C.tiff
0060030266-A,0.0,0.0,dataset1/0060030266-A_BANDS-S2-L1C.tiff
4810151588-B,0.37418147801683815,0.6258185219831618,dataset1/4810151588-B_BANDS-S2-L1C.tiff
1060062779-A,0.0,0.0,dataset1/1060062779-A_BANDS-S2-L1C.tiff
1060062779-B,0.0,0.0,dataset1/1060062779-B_BANDS-S2-L1C.tiff
1450398156-A,0.0,0.0,dataset1/1450398156-A_BANDS-S2-L1C.tiff
0500108960-A,0.0,0.0,dataset1/0500108960-A_BANDS-S2-L1C.tiff
0500167665-A,0.0,0.0,dataset1/0500167665-A_BANDS-S2-L1C.tiff
0500349238-A,0.0,0.0,dataset1/0500349238-A_BANDS-S2-L1C.tiff
5410084767-B,0.0,1.0,dataset1/5410084767-B_BANDS-S2-L1C.tiff
0990037873-A,0.0,0.0,dataset1/0990037873-A_BANDS-S2-L1C.tiff
0990099208-A,0.0,0.0,dataset1/0990099208-A_BANDS-S2-L1C.tiff
0100528372-A,0.0,0.0,dataset1/0100528372-A_BANDS-S2-L1C.tiff
0100629416-A,0.0,0.0,dataset1/0100629416-A_BANDS-S2-L1C.tiff
0100630022-A,0.0,0.0,dataset1/0100630022-A_BANDS-S2-L1C.tiff
0150198739-A,0.0,0.0,dataset1/0150198739-A_BANDS-S2-L1C.tiff
2390066660-A,0.5,0.0,dataset1/2390066660-A_BANDS-S2-L1C.tiff
2390148102-A,1.0,0.0,dataset1/2390148102-A_BANDS-S2-L1C.tiff
2390148708-A,0.1724137931034483,0.0,dataset1/2390148708-A_BANDS-S2-L1C.tiff
0190119592-A,0.0,0.0,dataset1/0190119592-A_BANDS-S2-L1C.tiff
0190119996-A,0.0,0.0,dataset1/0190119996-A_BANDS-S2-L1C.tiff
0180261665-A,0.0,0.0,dataset1/0180261665-A_BANDS-S2-L1C.tiff
9260197451-A,0.0,1.0,dataset1/9260197451-A_BANDS-S2-L1C.tiff
0060233764-A,0.0,0.0,dataset1/0060233764-A_BANDS-S2-L1C.tiff
0060301765-A,0.0,0.0,dataset1/0060301765-A_BANDS-S2-L1C.tiff
9260060742-A,0.0,1.0,dataset1/9260060742-A_BANDS-S2-L1C.tiff
9260118538-A,0.0,1.0,dataset1/9260118538-A_BANDS-S2-L1C.tiff
9260241709-A,0.0,1.0,dataset1/9260241709-A_BANDS-S2-L1C.tiff
0040320674-A,0.0,0.0,dataset1/0040320674-A_BANDS-S2-L1C.tiff
0090335894-A,0.0,0.0,dataset1/0090335894-A_BANDS-S2-L1C.tiff
0100788252-A,0.0,0.0,dataset1/0100788252-A_BANDS-S2-L1C.tiff
1520170963-A,0.0,0.0,dataset1/1520170963-A_BANDS-S2-L1C.tiff
1456121863-B,0.0,0.0,dataset1/1456121863-B_BANDS-S2-L1C.tiff
0100051961-A,0.0,0.0,dataset1/0100051961-A_BANDS-S2-L1C.tiff
0100654977-A,0.0,0.0,dataset1/0100654977-A_BANDS-S2-L1C.tiff
0820113071-A,0.0,0.0,dataset1/0820113071-A_BANDS-S2-L1C.tiff
0820113475-A,0.0,0.0,dataset1/0820113475-A_BANDS-S2-L1C.tiff
1450543050-A,0.0,0.0,dataset1/1450543050-A_BANDS-S2-L1C.tiff
1521172184-A,0.0,0.0,dataset1/1521172184-A_BANDS-S2-L1C.tiff
0040683315-B,0.0,0.0,dataset1/0040683315-B_BANDS-S2-L1C.tiff
